id,name,display_name,production_year,movie_sequel,creative_type,source,production_method,genre,language,board_rating_reason,movie_board_rating_display_name,movie_release_pattern_display_name,total,Category
55500115,Hubble 3D,Hubble 3D,2010,0,Factual,Based on Real Life Events,Live Action,Documentary,English,General,G,IMAX,38,3
108550115,"Soloist, The",The Soloist,2009,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"for thematic elements, some drug use and language",PG-13,Wide,38,3
10390115,Beastly,Beastly,2009,0,Fantasy,Original Screenplay,Live Action,Drama,English,"for language including some crude comments, drug references and brief violence",PG-13,Wide,38,3
17030115,Brooklyns Finest,Brooklyn's Finest,2009,0,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,English,"For bloody violence throughout, strong sexuality, nudity, drug content and pervasive language",R,Wide,38,3
10700115,Becoming Jane,Becoming Jane,2007,0,Dramatization,Based on Real Life Events,Live Action,Romantic Comedy,English,for brief nudity and mild language. (edited for re-rating; was PG-13),PG,Limited,38,3
50370115,Happily N Ever After,Happily N'Ever After,2007,0,Kids Fiction,Original Screenplay,Digital Animation,Comedy,English,for some mild action and rude humor.,PG,Wide,38,3
86360115,Om Shanti Om,Om Shanti Om,2007,0,Fantasy,Original Screenplay,Live Action,Drama,Hindi,International - to be excluded,Not Rated,Limited,38,3
165420115,Ra One,Ra. One,2011,0,Science Fiction,Original Screenplay,Live Action,Action,Hindi,International - to be excluded,Not Rated,Limited,38,3
38350115,"Family That Preys, The",The Family That Preys,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for thematic material, sexual references and brief violence",PG-13,Wide,37,3
131600115,Zack and Miri Make a Porno,Zack and Miri Make a Porno,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for Appeal for strong crude sexual content including dialogue, graphic nudity and pervasive language",R,Limited,37,3
17100115,Brothers,Brothers,2009,0,Historical Fiction,Remake,Live Action,Drama,English,for language and some disturbing violent content,R,Wide,37,3
53190115,"Hills Have Eyes II, The",The Hills Have Eyes II,2007,1,Fantasy,Remake,Live Action,Horror,English,"for prolonged sequences of strong gruesome horror violence and gore, a rape and language",R,Wide,37,3
139090115,Fright Night (2010),Fright Night,2010,0,Contemporary Fiction,Remake,Live Action,Horror,English,"for bloody horror violence, and language including some sexual references.",R,Wide,37,3
14410115,"Boat That Rocked, The",The Boat That Rocked,2009,0,Historical Fiction,Original Screenplay,Live Action,Comedy,English,"for language, and some sexual content including brief nudity",R,Wide,37,3
100640115,"Run, Fat Boy, Run","Run, Fatboy, Run",2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for some rude and sexual humor, nudity, language and smoking",PG-13,Wide,37,3
119600115,Toy Story 3D Double Feature,Toy Story 3D Double Feature,2009,0,Kids Fiction,Original Screenplay,Digital Animation,Adventure,English,General,G,Wide,36,3
147140115,Winnie the Pooh,Winnie the Pooh,2010,0,Fantasy,Based on Fiction Book/Short Story,Hand Animation,Adventure,English,General,G,Wide,36,3
140780115,Killer Elite The,Killer Elite,2011,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,English,"for strong violence, language and some sexuality/nudity.",R,Wide,36,3
38930115,Faster (2009),Faster (2009),2009,0,Contemporary Fiction,Original Screenplay,Live Action,Action,English,"for strong violence, some drug use and language.",R,Wide,36,3
135040115,Sanctum,Sanctum,2010,0,Dramatization,Based on Real Life Events,Live Action,Adventure,English,"for language, some violence and disturbing images.",R,Wide,36,3
147940115,Eagle The,The Eagle,2010,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,English,for battle sequences and some disturbing images,PG-13,Wide,36,3
44010115,Furry Vengeance,Furry Vengeance,2010,0,Kids Fiction,Original Screenplay,Live Action,Comedy,English,"for some rude humor, mild language and brief smoking",PG,Wide,36,3
149530115,Dredd,Dredd,2011,0,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,English,"for strong bloody violence, language, drug use and some sexual content.",R,Wide,36,3
143890115,Very Harold and Kumar Christmas A,A Very Harold & Kumar 3D Christmas,2010,1,Fantasy,Original Screenplay,Live Action,Comedy,English,"for strong crude and sexual content, graphic nudity, pervasive language, drug use and some violence.",R,Wide,35,3
158520115,Tyler Perrys Good Deeds,Tyler Perry's Good Deeds,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,"for sexual content, language, some violence and thematic material.",PG-13,Wide,35,3
148730115,Courageous,Courageous,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for some violence and drug content.,PG-13,Wide,35,3
71400115,Love Happens,Love Happens,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for some language including sexual references,PG-13,Wide,35,3
47000115,"Gone, Baby, Gone","Gone, Baby, Gone",2007,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"for violence, drug content and pervasive language",R,Wide,35,3
44360115,Gamer,Gamer,2009,0,Science Fiction,Original Screenplay,Live Action,Action,English,"for frenetic dequences of strong brutal violence throughout, sexual content, nudity and language",R,Wide,35,3
80940115,My Best Friends Girl,My Best Friend's Girl,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for strong language and sexual content throughout, including graphic dialogue and some nudity.",R,Wide,35,3
63830115,"Kids Are Alright, The",The Kids Are All Right,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for strong sexual content, nudity, language and some teen drug and alcohol use",R,Limited,35,3
31370115,Disaster Movie,Disaster Movie,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual content throughout, language, drug references and comic violence",PG-13,Wide,35,3
27760115,"Darjeeling Limited, The",The Darjeeling Limited,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Adventure,English,for language,R,Exclusive,35,3
82680115,Ne Le Dis a Personne,Ne Le Dis à Personne,2008,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,International - to be excluded,Not Rated,Exclusive,35,3
133340115,"Secret in Their Eyes, The",The Secret in Their Eyes,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,"for a rape scene, violent images, some graphic nudity and language",R,Limited,35,3
127270115,Whatever Works,Whatever Works,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,"For sexual situations including dialogue, brief nude images and thematic material",PG-13,Limited,35,3
46960115,Gomorra,Gomorra,2008,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,International - to be excluded,Not Rated,Limited,35,3
16180115,Breach,Breach,2007,0,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,English,"for violence, sexual content and language",PG-13,Wide,34,3
83520115,Nick and Norahs Infinite Playlist,Nick and Norah's Infinite Playlist,2008,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"for mature thematic material including teen drinking, sexuality, language and crude behavior.",PG-13,Wide,34,3
106100115,Sicko,Sicko,2007,0,Factual,Based on Real Life Events,Live Action,Documentary,English,for brief strong language,PG-13,Expands Wide,34,3
54550115,Hostel: Part II,Hostel: Part II,2007,1,Contemporary Fiction,Original Screenplay,Live Action,Horror,English,for strong bloody violence and disturbing images,R,Wide,34,3
123790115,"Vampires Assistant, The",Cirque du Freak: The Vampire's Assistant,2009,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Action,English,"For sequences of intense supernatural violence and action, disturbing images, thematic elements and some language",PG-13,Wide,34,3
135660115,You Will Meet a Tall Dark Stranger,You Will Meet a Tall Dark Stranger,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,For some language.,R,Limited,34,3
151000115,Potiche,Potiche,2010,0,Historical Fiction,Based on Play,Live Action,Comedy,French,for some sexuality,R,Limited,34,3
40390115,Fireproof,Fireproof,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for thematic material and some peril.,PG,Limited,33,3
146220115,Iron Lady,The Iron Lady,2011,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,for some violent images and brief nudity.,PG-13,Limited,33,3
80120115,Mr. Woodcock,Mr. Woodcock,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual content, thematic material, language and a mild drug reference",PG-13,Wide,33,3
67390115,Leap Year,Leap Year,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,For sensuality and language,PG,Wide,33,3
59260115,"Invention of Lying, The",The Invention of Lying,2009,0,Fantasy,Original Screenplay,Live Action,Comedy,English,For language including some sexual material and a drug reference,PG-13,Wide,33,3
1450115,88 Minutes,88 Minutes,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for disturbing violent content, brief nudity and language (re-rated)",R,Wide,33,3
61000115,Jennifers Body,Jennifer's Body,2009,0,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,English,"For sexuality, bloody violence, language and brief drug use",R,Wide,33,3
27150115,Daddys Little Girls,Daddy's Little Girls,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,"for thematic material, drug and sexual content, some violence and language.",PG-13,Wide,32,3
143740115,My Mothers Curse,The Guilt Trip,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for language and some risque material.,PG-13,Wide,32,3
141430115,Sitter The,The Sitter,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual content, pervasive language, drug material and some violence.",R,Wide,32,3
27340115,Dance Flick,Dance Flick,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for crude and sexual content throughout, and language",PG-13,Wide,32,3
39840115,Fighting,Fighting,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Action,English,"for intense fight sequences, some sexuality and brief strong language",PG-13,Wide,32,3
134160115,Dont Be Afraid of the Dark,Don't Be Afraid of the Dark,2010,0,Contemporary Fiction,Remake,Live Action,Horror,English,for violence and terror,R,Wide,32,3
66330115,Last Chance Harvey,Last Chance Harvey,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for brief strong language,PG-13,Limited,32,3
113610115,Sunshine (2006),Sunshine,2007,0,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,for violent content and language,R,Expands Wide,32,3
149680115,piel que habito La,La piel que habito,2010,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,Spanish,"for disturbing violent content including sexual assault, strong sexuality, graphic nudity, drug use and language.",R,Limited,32,3
154790115,Golmaal 3,Golmaal 3,2010,1,Contemporary Fiction,Original Screenplay,Live Action,Comedy,Hindi,International - to be excluded,Not Rated,Limited,32,3
145220115,Joyful Noise,Joyful Noise,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Musical,English,for some language including a sexual reference.,PG-13,Wide,31,3
82150115,Nancy Drew,Nancy Drew,2007,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,"for mild violence, thematic elements and brief language.",PG,Wide,31,3
131050115,You Again,You Again,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for brief mild language and rude behavior,PG,Wide,31,3
139700115,Premium Rush,Premium Rush,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for some violence, intense action sequences and language.",PG-13,Wide,31,3
158480115,Shark Night 3D,Shark Night 3D,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Horror,English,"for violence and terror, disturbing images, sexual references, partial nudity, language and thematic material.",PG-13,Wide,31,3
4160115,Alpha Dog,Alpha Dog,2007,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"for pervasive drug use and language, strong violence, sexuality and nudity.",R,Wide,31,3
8040115,Awake,Awake,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for language, an intense disturbing situation, and brief drug use.",R,Wide,31,3
140010115,Whats Your Number,What's Your Number?,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,for sexual content and language.,R,Wide,31,3
10260115,Be Kind Rewind,Be Kind Rewind,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for some sexual references,PG-13,Wide,31,3
89840115,Pathfinder,Pathfinder,2007,0,Historical Fiction,Remake,Live Action,Action,English,for strong brutal violence throughout.,R,Wide,31,3
139300115,Jane Eyre (2010),Jane Eyre,2010,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,for some thematic elements including a nude image and brief violent content.,PG-13,Limited,31,3
103580115,"Seeker: The Dark is Rising, The",The Seeker: The Dark is Rising,2007,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,English,for fantasy action and some scary images,PG,Wide,31,3
103950115,"Serious Man, A",A Serious Man,2009,0,Historical Fiction,Original Screenplay,Live Action,Comedy,English,"For language, some sexuality/nudity and brief violence",R,Limited,31,3
57570115,In Bruges,In Bruges,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for strong bloody violence, pervasive language and some drug use",R,Limited,31,3
71420115,Love in the Time of Cholera,Love in the Time of Cholera,2007,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,for sexual content/nudity and brief language,R,Wide,31,3
148500115,Robot (2010),Robot,2010,0,Science Fiction,Original Screenplay,Animation/Live Action,Action,Hindi,International - to be excluded,Not Rated,Limited,31,3
48170115,"Great Debaters, The",The Great Debaters,2007,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"for depiction of strong thematic material including violence and disturbing images, and for language and brief sexuality",PG-13,Wide,30,3
111530115,"Stepfather, The (2008)",The Stepfather,2008,0,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,English,"for intense sequences of violence, disturbing images, mature thematic material and brief sensuality",PG-13,Wide,29,3
156450115,Chimpanzee,Chimpanzee,2011,0,Factual,Based on Real Life Events,Live Action,Documentary,English,General,G,Wide,29,3
125070115,W.,W.,2008,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"for language including sexual references, some alcohol abuse, smoking and brief disturbing war images",PG-13,Wide,29,3
2000115,Across the Universe,Across the Universe,2007,0,Historical Fiction,Original Screenplay,Live Action,Musical,English,"for some drug content, nudity, sexuality, violence and language",PG-13,Limited,29,3
105730115,Shorts,Shorts,2009,0,Fantasy,Original Screenplay,Live Action,Adventure,English,For mild action and some rude humor,PG,Wide,29,3
146300115,Perks of Being a Wallflower The,The Perks of Being a Wallflower,2010,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"for teen drug and alcohol use, and some sexual references.",R,Limited,29,3
19580115,Case 39,Case 39,2010,0,Fantasy,Original Screenplay,Live Action,Horror,English,for violence and terror including disturbing images,R,Wide,29,3
131380115,"Young Victoria, The",The Young Victoria,2008,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"For some mild sensuality, a scene of violence, and brief incidental language and smoking",PG,Limited,29,3
36140115,Entre les murs,Entre les murs,2009,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,French,International - to be excluded,Not Rated,Limited,29,3
61470115,Jodhaa Akbar,Jodhaa Akbar,2008,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,International - to be excluded,Not Rated,Limited,29,3
160970115,Zindagi Na Milegi Dobara,Zindagi Na Milegi Dobara,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,Hindi,International - to be excluded,Not Rated,Limited,29,3
106740115,Singh is Kinng,Singh is Kinng,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Action,English,International - to be excluded,Not Rated,Limited,29,3
119830115,Traitor,Traitor,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for intense violent sequences, thematic material and brief language.",PG-13,Wide,28,3
4390115,Amazing Grace,Amazing Grace,2007,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"for thematic material involving slavery, and some mild language.",PG,Limited,28,3
6540115,Appaloosa,Appaloosa,2008,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Western,English,for some violence and language.,R,Limited,28,3
43630115,Frost Nixon,Frost/Nixon,2008,0,Dramatization,Based on Play,Live Action,Drama,English,for some language,R,Limited,28,3
68060115,Let Me In,Let Me In,2010,0,Fantasy,Remake,Live Action,Thriller/Suspense,English,"for strong bloody horror violence, language and a brief sexual situation.",R,Wide,28,3
99210115,"Road, The",The Road,2009,0,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"For some violence, disturbing images and language",R,Wide,28,3
96180115,Rajneeti,Rajneeti,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,Hindi,International - to be excluded,Not Rated,Limited,28,3
96280115,Ramona and Beezus,Ramona and Beezus,2010,0,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,English,General,G,Wide,27,3
66660115,"Last Mimzy, The",The Last Mimzy,2007,0,Science Fiction,Original Screenplay,Live Action,Adventure,English,"for some thematic elements, mild peril and language.",PG,Wide,27,3
70710115,"Losers, The",The Losers,2010,0,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,English,"for sequences of intense action and violence, a scene of sensuality and language",PG-13,Wide,27,3
57110115,Igor,Igor,2008,0,Kids Fiction,Original Screenplay,Digital Animation,Comedy,English,"for some thematic elements, scary images, action and mild language",PG,Wide,27,3
135590115,"Thing, The (2011)",The Thing,2011,1,Fantasy,Remake,Live Action,Horror,English,"for strong creature violence and gore, disturbing images, and language.",R,Wide,27,3
45450115,Ghost Town,Ghost Town,2008,0,Fantasy,Original Screenplay,Live Action,Romantic Comedy,English,"for some strong language, sexual humor and drug references.",PG-13,Wide,27,3
105500115,Shoot  Em Up,Shoot 'Em Up,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Action,English,"for pervasive strong bloody violence, sexuality and some language",R,Wide,27,3
109180115,Sorority Row,Sorority Row,2009,0,Contemporary Fiction,Remake,Live Action,Horror,English,"For strong bloody violence, language, some sexuality/nudity and partying",R,Wide,27,3
97640115,Rendition,Rendition,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,for torture/violence and language,R,Wide,27,3
131990115,Zwartboek,Zwartboek,2007,0,Historical Fiction,Based on Real Life Events,Live Action,Thriller/Suspense,English,"for some strong violence, graphic nudity, sexuality and language",R,Limited,27,3
54450115,Hors de Prix,Hors de Prix,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for sexual content including nudity.,PG-13,Limited,27,3
136700115,One for the Money,One for the Money,2011,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,English,"for violence, sexual references and language, some drug material and partial nudity.",PG-13,Wide,26,3
131420115,Your Highness,Your Highness,2010,0,Fantasy,Original Screenplay,Live Action,Comedy,English,"for strong crude and sexual content, pervasive language, nudity, violence and some drug use",R,Wide,26,3
147890115,Apollo 18,Apollo 18,2010,0,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for some disturbing sequences, and language.",PG-13,Wide,26,3
15610115,"Box, The",The Box,2009,0,Fantasy,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,English,"for thematic elements, some violence and disturbing images",PG-13,Wide,26,3
122010115,U2 3D,U2 3D,2008,0,Factual,Based on Real Life Events,Live Action,Concert/Performance,English,General,G,Wide,26,3
16050115,Bratz,Bratz,2007,0,Fantasy,Based on Game,Live Action,Comedy,English,for thematic elements,PG,Wide,26,3
143730115,My Idiot Brother,Our Idiot Brother,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for sexual content including nudity, and for language throughout",R,Wide,25,3
71030115,Lottery Ticket,Lottery Ticket,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for sexual content, language including a drug reference, some violence and brief underage drinking",PG-13,Wide,25,3
72570115,Mad Money,Mad Money,2008,0,Contemporary Fiction,Remake,Live Action,Comedy,English,"for sexual material and language, and brief drug references",PG-13,Wide,25,3
148190115,Born to be Wild 3D,Born to be Wild 3D,2011,0,Factual,Based on Real Life Events,Live Action,Documentary,English,General,G,IMAX,25,3
140330115,Everybody Loves Whales,Big Miracle,2011,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,for Language.,PG,Wide,25,3
10940115,Before the Devil Knows You re Dead,Before the Devil Knows You're Dead,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,"for a scene of strong graphic sexuality, nudity, violence, drug use and language",R,Exclusive,25,3
66600115,"Last Legion, The",The Last Legion,2007,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Action,English,for sequences of intense action violence,PG-13,Wide,25,3
78750115,Mongol,Mongol,2008,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,for sequence of bloody warfare,R,Limited,25,3
137300115,Biutiful,Biutiful,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,"for disturbing images, language, some sexual content, nudity and drug use.",R,Limited,25,3
95710115,Race,Race,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Action,English,for some suggestive images and action violence,PG-13,Limited,25,3
148960115,Tees Maar Khan,Tees Maar Khan,2010,0,Contemporary Fiction,Remake,Live Action,Comedy,Hindi,International - to be excluded,Not Rated,Limited,25,3
85740115,Observe and Report,Observe and Report,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for pervasive language, graphic nudity, drug use, sexual content and violence",R,Wide,24,3
59340115,"Invisible, The",The Invisible,2007,0,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,English,"for violence, criminality, sensuality and language - all involving teens.",PG-13,Wide,24,3
123580115,Vacancy,Vacancy,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for brutal violence and terror, brief nudity and language",R,Wide,24,3
146560115,Wanderlust,Wanderlust,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,"for sexual content, graphic nudity, language and drug use",R,Wide,24,3
6890115,Armored,Armored,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"for sequences of intense violence, some disturbing images and brief strong language",PG-13,Wide,24,3
58060115,In the Valley of Elah,In the Valley of Elah,2007,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,"for violent and disturbing content, language and some sexuality/nudity",R,Limited,24,3
160660115,Elle s appelait Sarah,Elle s'appelait Sarah,2010,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,for thematic material including disturbing situations involving the Holocaust.,PG,Limited,24,3
57160115,Il y a longtemps que je t aime,Il y a longtemps que je t'aime,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,International - to be excluded,Not Rated,Limited,24,3
71110115,Love Aaj Kal,Love Aaj Kal,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,International - to be excluded,Not Rated,Limited,24,3
63030115,Kambakkht Ishq,Kambakkht Ishq,2009,0,Contemporary Fiction,Remake,Live Action,Romantic Comedy,English,International - to be excluded,Not Rated,Limited,24,3
83130115,New in Town,New in Town,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,for language and some suggestive material (rerated from PG-13),PG,Wide,23,3
144560115,Safe (2011),Safe,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Action,English,"for strong violence throughout, and for language.",R,Wide,23,3
90410115,"Perfect Getaway, A",A Perfect Getaway,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,English,"For graphic violence, language including sexual references and some drug use",R,Wide,23,3
140070115,Young Adult,Young Adult,2011,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for language and some sexual content.,R,Exclusive,23,3
77900115,"Misma luna, La",La misma luna,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for some mature thematic elements,PG-13,Limited,23,3
125980115,Warrior,Warrior,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,"for sequences of intense mixed martial arts fighting, some language and thematic material.",PG-13,Wide,23,3
90630115,Persepolis,Persepolis,2007,0,Dramatization,Based on Comic/Graphic Novel,Digital Animation,Drama,English,"for mature thematic material including violent images, sexual references, language and brief drug content",PG-13,Exclusive,23,3
89440115,Paris,Paris,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for language and some sexual references,R,Limited,23,3
125260115,Waitress,Waitress,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,"for sexual content, language and thematic elements",PG-13,Limited,22,3
62660115,Just Wright,Just Wright,2009,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,for suggestive material and brief language,PG,Wide,22,3
138180115,Dream House,Dream House,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Horror,English,"for violence, terror, some sexuality and brief strong language.",PG-13,Wide,22,3
100480115,"Ruins, The",The Ruins,2008,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Horror,English,"for strong violence and gruesome images, language, some sexuality and nudity.",R,Wide,22,3
110020115,Splice,Splice,2009,0,Science Fiction,Original Screenplay,Animation/Live Action,Horror,English,"for disturbing elements including strong sexuality, nudity, sci-fi violence and language",R,Wide,22,3
100520115,"Rum Diary, The",The Rum Diary,2010,0,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"for language, brief drug use and sexuality.",R,Wide,22,3
32590115,Doomsday,Doomsday,2008,0,Science Fiction,Original Screenplay,Live Action,Action,English,"for strong bloody violence, language and some sexual content/nudity.",R,Wide,22,3
132520115,Fair Game (2010),Fair*Game,2010,0,Dramatization,Based on Real Life Events,Live Action,Drama,English,for some language,PG-13,Limited,22,3
89560115,Partner,Partner,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,English,International - to be excluded,Not Rated,Limited,22,3
45070115,Georgia Rule,Georgia Rule,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for sexual content and some language,R,Wide,21,3
125380115,Walk Hard: The Dewey Cox Story,Walk Hard: The Dewey Cox Story,2007,0,Historical Fiction,Original Screenplay,Live Action,Comedy,English,"for sexual content, graphic nudity, drug use and language",R,Wide,21,3
88220115,Our Family Wedding,Our Family Wedding,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Comedy,English,for some sexual content and brief strong language,PG-13,Wide,21,3
141870115,Country Strong,Country Strong,2010,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,for thematic elements involving alcohol abuse and some sexual content.,PG-13,Limited,21,3
28750115,Dead Silence,Dead Silence,2007,0,Contemporary Fiction,Original Screenplay,Live Action,Horror,English,for horror violence and images.,R,Wide,21,3
53420115,"Hitcher, The (2007)",The Hitcher,2007,0,Contemporary Fiction,Remake,Live Action,Thriller/Suspense,English,"for strong bloody violence, terror and language.",R,Wide,21,3
90150115,Penelope,Penelope,2008,0,Contemporary Fiction,Original Screenplay,Live Action,Drama,English,"for thematic elements, some innuendo and language",PG,Wide,21,3
88580115,Over Her Dead Body,Over Her Dead Body,2008,0,Fantasy,Original Screenplay,Live Action,Comedy,English,for sexual content and language.,PG-13,Wide,21,3
97660115,Reno 911 : Miami,Reno 911!: Miami,2007,0,Contemporary Fiction,Based on TV,Live Action,Comedy,English,"for sexual content, nudity, crude humor, language and drug use.",R,Wide,20,3
97430115,Reign Over Me,Reign Over Me,2007,0,Historical Fiction,Original Screenplay,Live Action,Drama,English,for language and some sexual references,R,Wide,20,3
82110115,"Namesake, The",The Namesake,2007,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,English,"for sexuality/nudity, a scene of drug use, some disturbing images and brief language.",PG-13,Limited,20,3
131480115,Youth in Revolt,Youth in Revolt,2010,0,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,English,"For sexual content, language and drug use",R,Wide,20,2
4480115,Amelia,Amelia,2009,0,Dramatization,Based on Fiction Book/Short Story,Live Action,Drama,English,"for some sensuality, language, thematic elements and smoking",PG,Wide,20,2
